"fold","network","community","metric","value"
3,"M_SD_Sankamethawee_2011","Plant-Seed Dispersers","recall",0.790697674418605
3,"M_SD_Sankamethawee_2011","Plant-Seed Dispersers","precision",0.145922746781116
3,"M_SD_Sankamethawee_2011","Plant-Seed Dispersers","specificity",0.590534979423868
3,"M_SD_Sankamethawee_2011","Plant-Seed Dispersers","f1",0.246376811594203
3,"M_SD_Sankamethawee_2011","Plant-Seed Dispersers","balanced_accuracy",0.690616326921236
3,"M_SD_Sankamethawee_2011","Plant-Seed Dispersers","mcc",0.20985467023035
2,"M_PL_Kaiser-Bunbury_2010_060_18","Plant-Pollinator","roc_auc",0.819037800687285
2,"M_PL_Kaiser-Bunbury_2010_060_18","Plant-Pollinator","pr_auc",0.336411621681599
2,"M_PL_Kaiser-Bunbury_2010_060_18","Plant-Pollinator","recall",0.4
2,"M_PL_Kaiser-Bunbury_2010_060_18","Plant-Pollinator","precision",0.146341463414634
2,"M_PL_Kaiser-Bunbury_2010_060_18","Plant-Pollinator","specificity",0.927835051546392
2,"M_PL_Kaiser-Bunbury_2010_060_18","Plant-Pollinator","f1",0.214285714285714
2,"M_PL_Kaiser-Bunbury_2010_060_18","Plant-Pollinator","balanced_accuracy",0.663917525773196
2,"M_PL_Kaiser-Bunbury_2010_060_18","Plant-Pollinator","mcc",0.203832585560541
0,"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4","Plant-Pollinator","roc_auc",0.631758109731678
0,"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4","Plant-Pollinator","pr_auc",0.352035042233288
0,"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4","Plant-Pollinator","recall",0
0,"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4","Plant-Pollinator","precision",0
0,"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4","Plant-Pollinator","specificity",0.86784140969163
0,"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4","Plant-Pollinator","f1",0
0,"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4","Plant-Pollinator","balanced_accuracy",0.433920704845815
0,"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4","Plant-Pollinator","mcc",-0.0836011735457769
2,"M_PL_Orford_2016_Field-33","Plant-Pollinator","roc_auc",0.91875
2,"M_PL_Orford_2016_Field-33","Plant-Pollinator","pr_auc",0.3783117834222
2,"M_PL_Orford_2016_Field-33","Plant-Pollinator","recall",0.875
2,"M_PL_Orford_2016_Field-33","Plant-Pollinator","precision",0.28
2,"M_PL_Orford_2016_Field-33","Plant-Pollinator","specificity",0.82
2,"M_PL_Orford_2016_Field-33","Plant-Pollinator","f1",0.424242424242424
2,"M_PL_Orford_2016_Field-33","Plant-Pollinator","balanced_accuracy",0.8475
2,"M_PL_Orford_2016_Field-33","Plant-Pollinator","mcc",0.431539692292721
4,"M_SD_Lessa_2013","Plant-Seed Dispersers","roc_auc",0.723970037453184
4,"M_SD_Lessa_2013","Plant-Seed Dispersers","pr_auc",0.441585413410211
4,"M_SD_Lessa_2013","Plant-Seed Dispersers","recall",0.733333333333333
4,"M_SD_Lessa_2013","Plant-Seed Dispersers","precision",0.196428571428571
4,"M_SD_Lessa_2013","Plant-Seed Dispersers","specificity",0.49438202247191
4,"M_SD_Lessa_2013","Plant-Seed Dispersers","f1",0.309859154929577
4,"M_SD_Lessa_2013","Plant-Seed Dispersers","balanced_accuracy",0.613857677902622
4,"M_SD_Lessa_2013","Plant-Seed Dispersers","mcc",0.160479040322205
3,"M_SD_Hodgkison_2001","Plant-Seed Dispersers","roc_auc",0.817839607201309
3,"M_SD_Hodgkison_2001","Plant-Seed Dispersers","pr_auc",0.357944480597766
3,"M_SD_Hodgkison_2001","Plant-Seed Dispersers","recall",0.461538461538462
3,"M_SD_Hodgkison_2001","Plant-Seed Dispersers","precision",0.12
3,"M_SD_Hodgkison_2001","Plant-Seed Dispersers","specificity",0.812765957446808
3,"M_SD_Hodgkison_2001","Plant-Seed Dispersers","f1",0.19047619047619
3,"M_SD_Hodgkison_2001","Plant-Seed Dispersers","balanced_accuracy",0.637152209492635
3,"M_SD_Hodgkison_2001","Plant-Seed Dispersers","mcc",0.152377489492397
1,"M_PL_Lara-Romero_2016_nevero-Pasture-4","Plant-Pollinator","roc_auc",0.652317880794702
1,"M_PL_Lara-Romero_2016_nevero-Pasture-4","Plant-Pollinator","pr_auc",0.350203260313669
1,"M_PL_Lara-Romero_2016_nevero-Pasture-4","Plant-Pollinator","recall",0.142857142857143
1,"M_PL_Lara-Romero_2016_nevero-Pasture-4","Plant-Pollinator","precision",0.0555555555555556
1,"M_PL_Lara-Romero_2016_nevero-Pasture-4","Plant-Pollinator","specificity",0.887417218543046
1,"M_PL_Lara-Romero_2016_nevero-Pasture-4","Plant-Pollinator","f1",0.08
1,"M_PL_Lara-Romero_2016_nevero-Pasture-4","Plant-Pollinator","balanced_accuracy",0.515137180700095
1,"M_PL_Lara-Romero_2016_nevero-Pasture-4","Plant-Pollinator","mcc",0.019607048101142
4,"A_HP_Hadfield_2013_027","Host-Parasite","roc_auc",0.779748118123914
4,"A_HP_Hadfield_2013_027","Host-Parasite","pr_auc",0.370274645877551
4,"A_HP_Hadfield_2013_027","Host-Parasite","recall",0.636363636363636
4,"A_HP_Hadfield_2013_027","Host-Parasite","precision",0.2
4,"A_HP_Hadfield_2013_027","Host-Parasite","specificity",0.821656050955414
4,"A_HP_Hadfield_2013_027","Host-Parasite","f1",0.304347826086957
4,"A_HP_Hadfield_2013_027","Host-Parasite","balanced_accuracy",0.729009843659525
4,"A_HP_Hadfield_2013_027","Host-Parasite","mcc",0.278978331190369
0,"M_PL_Kaiser-Bunbury_2010_060_13","Plant-Pollinator","roc_auc",0.739097744360902
0,"M_PL_Kaiser-Bunbury_2010_060_13","Plant-Pollinator","pr_auc",0.374446110572583
0,"M_PL_Kaiser-Bunbury_2010_060_13","Plant-Pollinator","recall",0.5
0,"M_PL_Kaiser-Bunbury_2010_060_13","Plant-Pollinator","precision",0.178571428571429
0,"M_PL_Kaiser-Bunbury_2010_060_13","Plant-Pollinator","specificity",0.827067669172932
0,"M_PL_Kaiser-Bunbury_2010_060_13","Plant-Pollinator","f1",0.263157894736842
0,"M_PL_Kaiser-Bunbury_2010_060_13","Plant-Pollinator","balanced_accuracy",0.663533834586466
0,"M_PL_Kaiser-Bunbury_2010_060_13","Plant-Pollinator","mcc",0.210201349856362
0,"M_SD_Poulin1999_psychotria","Plant-Seed Dispersers","roc_auc",0.738383838383838
0,"M_SD_Poulin1999_psychotria","Plant-Seed Dispersers","pr_auc",0.41023117389389
0,"M_SD_Poulin1999_psychotria","Plant-Seed Dispersers","recall",0.454545454545455
0,"M_SD_Poulin1999_psychotria","Plant-Seed Dispersers","precision",0.2
0,"M_SD_Poulin1999_psychotria","Plant-Seed Dispersers","specificity",0.777777777777778
0,"M_SD_Poulin1999_psychotria","Plant-Seed Dispersers","f1",0.277777777777778
0,"M_SD_Poulin1999_psychotria","Plant-Seed Dispersers","balanced_accuracy",0.616161616161616
0,"M_SD_Poulin1999_psychotria","Plant-Seed Dispersers","mcc",0.167700145049593
3,"M_SD_Dubost_1984","Plant-Seed Dispersers","roc_auc",0.682195448460509
3,"M_SD_Dubost_1984","Plant-Seed Dispersers","pr_auc",0.400184759232274
3,"M_SD_Dubost_1984","Plant-Seed Dispersers","recall",0.733333333333333
3,"M_SD_Dubost_1984","Plant-Seed Dispersers","precision",0.130952380952381
3,"M_SD_Dubost_1984","Plant-Seed Dispersers","specificity",0.472289156626506
3,"M_SD_Dubost_1984","Plant-Seed Dispersers","f1",0.222222222222222
3,"M_SD_Dubost_1984","Plant-Seed Dispersers","balanced_accuracy",0.60281124497992
3,"M_SD_Dubost_1984","Plant-Seed Dispersers","mcc",0.122735156651941
0,"M_SD_Menke_2012_edge_highly_dist","Plant-Seed Dispersers","roc_auc",0.786360626793202
0,"M_SD_Menke_2012_edge_highly_dist","Plant-Seed Dispersers","pr_auc",0.406286716428242
0,"M_SD_Menke_2012_edge_highly_dist","Plant-Seed Dispersers","recall",0.739130434782609
0,"M_SD_Menke_2012_edge_highly_dist","Plant-Seed Dispersers","precision",0.215189873417722
0,"M_SD_Menke_2012_edge_highly_dist","Plant-Seed Dispersers","specificity",0.685279187817259
0,"M_SD_Menke_2012_edge_highly_dist","Plant-Seed Dispersers","f1",0.333333333333333
0,"M_SD_Menke_2012_edge_highly_dist","Plant-Seed Dispersers","balanced_accuracy",0.712204811299934
0,"M_SD_Menke_2012_edge_highly_dist","Plant-Seed Dispersers","mcc",0.27068185942931
4,"M_SD_Chatterjee_2014","Plant-Seed Dispersers","roc_auc",0.841889880952381
4,"M_SD_Chatterjee_2014","Plant-Seed Dispersers","pr_auc",0.455272824558328
4,"M_SD_Chatterjee_2014","Plant-Seed Dispersers","recall",0.8125
4,"M_SD_Chatterjee_2014","Plant-Seed Dispersers","precision",0.351351351351351
4,"M_SD_Chatterjee_2014","Plant-Seed Dispersers","specificity",0.714285714285714
4,"M_SD_Chatterjee_2014","Plant-Seed Dispersers","f1",0.490566037735849
4,"M_SD_Chatterjee_2014","Plant-Seed Dispersers","balanced_accuracy",0.763392857142857
4,"M_SD_Chatterjee_2014","Plant-Seed Dispersers","mcc",0.400002298209982
1,"M_PL_Orford_2016_Farm-2012-B4","Plant-Pollinator","roc_auc",0.855518733314922
1,"M_PL_Orford_2016_Farm-2012-B4","Plant-Pollinator","pr_auc",0.332437360140694
1,"M_PL_Orford_2016_Farm-2012-B4","Plant-Pollinator","recall",0.294117647058824
1,"M_PL_Orford_2016_Farm-2012-B4","Plant-Pollinator","precision",0.1
1,"M_PL_Orford_2016_Farm-2012-B4","Plant-Pollinator","specificity",0.929577464788732
1,"M_PL_Orford_2016_Farm-2012-B4","Plant-Pollinator","f1",0.149253731343284
1,"M_PL_Orford_2016_Farm-2012-B4","Plant-Pollinator","balanced_accuracy",0.611847555923778
1,"M_PL_Orford_2016_Farm-2012-B4","Plant-Pollinator","mcc",0.133939930601581
3,"M_SD_Vizentin-Bugoni_2019_KAH","Plant-Seed Dispersers","roc_auc",0.866071428571428
3,"M_SD_Vizentin-Bugoni_2019_KAH","Plant-Seed Dispersers","pr_auc",0.391752263226541
3,"M_SD_Vizentin-Bugoni_2019_KAH","Plant-Seed Dispersers","recall",0.857142857142857
3,"M_SD_Vizentin-Bugoni_2019_KAH","Plant-Seed Dispersers","precision",0.24
3,"M_SD_Vizentin-Bugoni_2019_KAH","Plant-Seed Dispersers","specificity",0.736111111111111
3,"M_SD_Vizentin-Bugoni_2019_KAH","Plant-Seed Dispersers","f1",0.375
3,"M_SD_Vizentin-Bugoni_2019_KAH","Plant-Seed Dispersers","balanced_accuracy",0.796626984126984
3,"M_SD_Vizentin-Bugoni_2019_KAH","Plant-Seed Dispersers","mcc",0.362484162114232
2,"A_HP_Macfadyen2009_paras-herb_B3","Host-Parasite","roc_auc",0.789473684210526
2,"A_HP_Macfadyen2009_paras-herb_B3","Host-Parasite","pr_auc",0.362039235007346
2,"A_HP_Macfadyen2009_paras-herb_B3","Host-Parasite","recall",0.5
2,"A_HP_Macfadyen2009_paras-herb_B3","Host-Parasite","precision",0.2
2,"A_HP_Macfadyen2009_paras-herb_B3","Host-Parasite","specificity",0.879699248120301
2,"A_HP_Macfadyen2009_paras-herb_B3","Host-Parasite","f1",0.285714285714286
2,"A_HP_Macfadyen2009_paras-herb_B3","Host-Parasite","balanced_accuracy",0.68984962406015
2,"A_HP_Macfadyen2009_paras-herb_B3","Host-Parasite","mcc",0.251769355490069
3,"M_PL_Kaiser-Bunbury_2010_060_10","Plant-Pollinator","roc_auc",0.705726872246696
3,"M_PL_Kaiser-Bunbury_2010_060_10","Plant-Pollinator","pr_auc",0.348181014932901
3,"M_PL_Kaiser-Bunbury_2010_060_10","Plant-Pollinator","recall",0.7
3,"M_PL_Kaiser-Bunbury_2010_060_10","Plant-Pollinator","precision",0.1
3,"M_PL_Kaiser-Bunbury_2010_060_10","Plant-Pollinator","specificity",0.722466960352423
3,"M_PL_Kaiser-Bunbury_2010_060_10","Plant-Pollinator","f1",0.175
3,"M_PL_Kaiser-Bunbury_2010_060_10","Plant-Pollinator","balanced_accuracy",0.711233480176211
3,"M_PL_Kaiser-Bunbury_2010_060_10","Plant-Pollinator","mcc",0.186165166458616
0,"M_PL_Kaiser-Bunbury_2014_061_47","Plant-Pollinator","roc_auc",0.731770833333333
0,"M_PL_Kaiser-Bunbury_2014_061_47","Plant-Pollinator","pr_auc",0.380960791593777
0,"M_PL_Kaiser-Bunbury_2014_061_47","Plant-Pollinator","recall",0.5
0,"M_PL_Kaiser-Bunbury_2014_061_47","Plant-Pollinator","precision",0.176470588235294
0,"M_PL_Kaiser-Bunbury_2014_061_47","Plant-Pollinator","specificity",0.805555555555556
0,"M_PL_Kaiser-Bunbury_2014_061_47","Plant-Pollinator","f1",0.260869565217391
0,"M_PL_Kaiser-Bunbury_2014_061_47","Plant-Pollinator","balanced_accuracy",0.652777777777778
0,"M_PL_Kaiser-Bunbury_2014_061_47","Plant-Pollinator","mcc",0.197216242290232
1,"M_SD_Burns_2013","Plant-Seed Dispersers","roc_auc",0.69671201814059
1,"M_SD_Burns_2013","Plant-Seed Dispersers","pr_auc",0.594534891891836
1,"M_SD_Burns_2013","Plant-Seed Dispersers","recall",1
1,"M_SD_Burns_2013","Plant-Seed Dispersers","precision",0.333333333333333
1,"M_SD_Burns_2013","Plant-Seed Dispersers","specificity",0
1,"M_SD_Burns_2013","Plant-Seed Dispersers","f1",0.5
1,"M_SD_Burns_2013","Plant-Seed Dispersers","balanced_accuracy",0.5
1,"M_SD_Burns_2013","Plant-Seed Dispersers","mcc",0
2,"M_SD_Andrade_2011","Plant-Seed Dispersers","roc_auc",0.856177606177606
2,"M_SD_Andrade_2011","Plant-Seed Dispersers","pr_auc",0.363404988944976
2,"M_SD_Andrade_2011","Plant-Seed Dispersers","recall",0.75
2,"M_SD_Andrade_2011","Plant-Seed Dispersers","precision",0.218181818181818
2,"M_SD_Andrade_2011","Plant-Seed Dispersers","specificity",0.833976833976834
2,"M_SD_Andrade_2011","Plant-Seed Dispersers","f1",0.338028169014085
2,"M_SD_Andrade_2011","Plant-Seed Dispersers","balanced_accuracy",0.791988416988417
2,"M_SD_Andrade_2011","Plant-Seed Dispersers","mcc",0.34175337130066
0,"A_HP_Hadfield_2013_019","Host-Parasite","roc_auc",0.789186507936508
0,"A_HP_Hadfield_2013_019","Host-Parasite","pr_auc",0.364840077090404
0,"A_HP_Hadfield_2013_019","Host-Parasite","recall",0.375
0,"A_HP_Hadfield_2013_019","Host-Parasite","precision",0.157894736842105
0,"A_HP_Hadfield_2013_019","Host-Parasite","specificity",0.873015873015873
0,"A_HP_Hadfield_2013_019","Host-Parasite","f1",0.222222222222222
0,"A_HP_Hadfield_2013_019","Host-Parasite","balanced_accuracy",0.624007936507937
0,"A_HP_Hadfield_2013_019","Host-Parasite","mcc",0.168455044969657
2,"M_SD_Santiago_2014_far_from_remnant","Plant-Seed Dispersers","roc_auc",0.80952380952381
2,"M_SD_Santiago_2014_far_from_remnant","Plant-Seed Dispersers","pr_auc",0.393030515681107
2,"M_SD_Santiago_2014_far_from_remnant","Plant-Seed Dispersers","recall",0.666666666666667
2,"M_SD_Santiago_2014_far_from_remnant","Plant-Seed Dispersers","precision",0.193548387096774
2,"M_SD_Santiago_2014_far_from_remnant","Plant-Seed Dispersers","specificity",0.725274725274725
2,"M_SD_Santiago_2014_far_from_remnant","Plant-Seed Dispersers","f1",0.3
2,"M_SD_Santiago_2014_far_from_remnant","Plant-Seed Dispersers","balanced_accuracy",0.695970695970696
2,"M_SD_Santiago_2014_far_from_remnant","Plant-Seed Dispersers","mcc",0.242525656709373
3,"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2","Plant-Pollinator","roc_auc",0.791914191419142
3,"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2","Plant-Pollinator","pr_auc",0.338301952122558
3,"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2","Plant-Pollinator","recall",0.5
3,"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2","Plant-Pollinator","precision",0.078740157480315
3,"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2","Plant-Pollinator","specificity",0.806930693069307
3,"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2","Plant-Pollinator","f1",0.136054421768707
3,"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2","Plant-Pollinator","balanced_accuracy",0.653465346534653
3,"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2","Plant-Pollinator","mcc",0.134226880374416
2,"M_SD_Albrecht_315_2012","Plant-Seed Dispersers","roc_auc",0.82939787485242
2,"M_SD_Albrecht_315_2012","Plant-Seed Dispersers","pr_auc",0.424635855096438
2,"M_SD_Albrecht_315_2012","Plant-Seed Dispersers","recall",0.727272727272727
2,"M_SD_Albrecht_315_2012","Plant-Seed Dispersers","precision",0.32
2,"M_SD_Albrecht_315_2012","Plant-Seed Dispersers","specificity",0.779220779220779
2,"M_SD_Albrecht_315_2012","Plant-Seed Dispersers","f1",0.444444444444444
2,"M_SD_Albrecht_315_2012","Plant-Seed Dispersers","balanced_accuracy",0.753246753246753
2,"M_SD_Albrecht_315_2012","Plant-Seed Dispersers","mcc",0.371428571428571
1,"M_SD_Moreno-Mosquera_2011","Plant-Seed Dispersers","roc_auc",0.671322160148976
1,"M_SD_Moreno-Mosquera_2011","Plant-Seed Dispersers","pr_auc",0.353614585348094
1,"M_SD_Moreno-Mosquera_2011","Plant-Seed Dispersers","recall",0.111111111111111
1,"M_SD_Moreno-Mosquera_2011","Plant-Seed Dispersers","precision",0.0344827586206897
1,"M_SD_Moreno-Mosquera_2011","Plant-Seed Dispersers","specificity",0.843575418994413
1,"M_SD_Moreno-Mosquera_2011","Plant-Seed Dispersers","f1",0.0526315789473684
1,"M_SD_Moreno-Mosquera_2011","Plant-Seed Dispersers","balanced_accuracy",0.477343265052762
1,"M_SD_Moreno-Mosquera_2011","Plant-Seed Dispersers","mcc",-0.0267841290491483
2,"M_PL_Tur2013-PC","Plant-Pollinator","roc_auc",0.828504712395926
2,"M_PL_Tur2013-PC","Plant-Pollinator","pr_auc",0.333160511263217
2,"M_PL_Tur2013-PC","Plant-Pollinator","recall",0.541666666666667
2,"M_PL_Tur2013-PC","Plant-Pollinator","precision",0.137323943661972
2,"M_PL_Tur2013-PC","Plant-Pollinator","specificity",0.906808672499049
2,"M_PL_Tur2013-PC","Plant-Pollinator","f1",0.219101123595506
2,"M_PL_Tur2013-PC","Plant-Pollinator","balanced_accuracy",0.724237669582858
2,"M_PL_Tur2013-PC","Plant-Pollinator","mcc",0.235506345358275
0,"M_SD_Wolfe_2014","Plant-Seed Dispersers","roc_auc",0.876750700280112
0,"M_SD_Wolfe_2014","Plant-Seed Dispersers","pr_auc",0.369095128317276
0,"M_SD_Wolfe_2014","Plant-Seed Dispersers","recall",0.571428571428571
0,"M_SD_Wolfe_2014","Plant-Seed Dispersers","precision",0.235294117647059
0,"M_SD_Wolfe_2014","Plant-Seed Dispersers","specificity",0.872549019607843
0,"M_SD_Wolfe_2014","Plant-Seed Dispersers","f1",0.333333333333333
0,"M_SD_Wolfe_2014","Plant-Seed Dispersers","balanced_accuracy",0.721988795518207
0,"M_SD_Wolfe_2014","Plant-Seed Dispersers","mcc",0.299979641635042
4,"M_PL_Orford_2016_Field-54","Plant-Pollinator","roc_auc",0.890055409740449
4,"M_PL_Orford_2016_Field-54","Plant-Pollinator","pr_auc",0.350977624348993
4,"M_PL_Orford_2016_Field-54","Plant-Pollinator","recall",0.611111111111111
4,"M_PL_Orford_2016_Field-54","Plant-Pollinator","precision",0.244444444444444
4,"M_PL_Orford_2016_Field-54","Plant-Pollinator","specificity",0.910761154855643
4,"M_PL_Orford_2016_Field-54","Plant-Pollinator","f1",0.349206349206349
4,"M_PL_Orford_2016_Field-54","Plant-Pollinator","balanced_accuracy",0.760936132983377
4,"M_PL_Orford_2016_Field-54","Plant-Pollinator","mcc",0.342416804554213
3,"M_SD_Plein_2013_Farmland_summer","Plant-Seed Dispersers","roc_auc",0.905686936936937
3,"M_SD_Plein_2013_Farmland_summer","Plant-Seed Dispersers","pr_auc",0.379173481019681
3,"M_SD_Plein_2013_Farmland_summer","Plant-Seed Dispersers","recall",0.916666666666667
3,"M_SD_Plein_2013_Farmland_summer","Plant-Seed Dispersers","precision",0.17741935483871
3,"M_SD_Plein_2013_Farmland_summer","Plant-Seed Dispersers","specificity",0.655405405405405
3,"M_SD_Plein_2013_Farmland_summer","Plant-Seed Dispersers","f1",0.297297297297297
3,"M_SD_Plein_2013_Farmland_summer","Plant-Seed Dispersers","balanced_accuracy",0.786036036036036
3,"M_SD_Plein_2013_Farmland_summer","Plant-Seed Dispersers","mcc",0.309288195418264
3,"M_PL_LasCasas","Plant-Pollinator","roc_auc",0.923611111111111
3,"M_PL_LasCasas","Plant-Pollinator","pr_auc",0.412213335097881
3,"M_PL_LasCasas","Plant-Pollinator","recall",1
3,"M_PL_LasCasas","Plant-Pollinator","precision",0.2
3,"M_PL_LasCasas","Plant-Pollinator","specificity",0.5
3,"M_PL_LasCasas","Plant-Pollinator","f1",0.333333333333333
3,"M_PL_LasCasas","Plant-Pollinator","balanced_accuracy",0.75
3,"M_PL_LasCasas","Plant-Pollinator","mcc",0.316227766016838
3,"M_PL_Kaiser-Bunbury_2014_061_32","Plant-Pollinator","roc_auc",0.814655172413793
3,"M_PL_Kaiser-Bunbury_2014_061_32","Plant-Pollinator","pr_auc",0.396464978129742
3,"M_PL_Kaiser-Bunbury_2014_061_32","Plant-Pollinator","recall",0.833333333333333
3,"M_PL_Kaiser-Bunbury_2014_061_32","Plant-Pollinator","precision",0.192307692307692
3,"M_PL_Kaiser-Bunbury_2014_061_32","Plant-Pollinator","specificity",0.637931034482759
3,"M_PL_Kaiser-Bunbury_2014_061_32","Plant-Pollinator","f1",0.3125
3,"M_PL_Kaiser-Bunbury_2014_061_32","Plant-Pollinator","balanced_accuracy",0.735632183908046
3,"M_PL_Kaiser-Bunbury_2014_061_32","Plant-Pollinator","mcc",0.279689236746177
0,"A_HP_Macfadyen2009_paras-herb_A4","Host-Parasite","roc_auc",0.77550505050505
0,"A_HP_Macfadyen2009_paras-herb_A4","Host-Parasite","pr_auc",0.34540148955729
0,"A_HP_Macfadyen2009_paras-herb_A4","Host-Parasite","recall",0.666666666666667
0,"A_HP_Macfadyen2009_paras-herb_A4","Host-Parasite","precision",0.181818181818182
0,"A_HP_Macfadyen2009_paras-herb_A4","Host-Parasite","specificity",0.877272727272727
0,"A_HP_Macfadyen2009_paras-herb_A4","Host-Parasite","f1",0.285714285714286
0,"A_HP_Macfadyen2009_paras-herb_A4","Host-Parasite","balanced_accuracy",0.771969696969697
0,"A_HP_Macfadyen2009_paras-herb_A4","Host-Parasite","mcc",0.30095260201049
0,"M_PL_Brosi2017_Gothic_CG_2014_Manipulation","Plant-Pollinator","roc_auc",0.745578231292517
0,"M_PL_Brosi2017_Gothic_CG_2014_Manipulation","Plant-Pollinator","pr_auc",0.36747744125649
0,"M_PL_Brosi2017_Gothic_CG_2014_Manipulation","Plant-Pollinator","recall",0.428571428571429
0,"M_PL_Brosi2017_Gothic_CG_2014_Manipulation","Plant-Pollinator","precision",0.2
0,"M_PL_Brosi2017_Gothic_CG_2014_Manipulation","Plant-Pollinator","specificity",0.885714285714286
0,"M_PL_Brosi2017_Gothic_CG_2014_Manipulation","Plant-Pollinator","f1",0.272727272727273
0,"M_PL_Brosi2017_Gothic_CG_2014_Manipulation","Plant-Pollinator","balanced_accuracy",0.657142857142857
0,"M_PL_Brosi2017_Gothic_CG_2014_Manipulation","Plant-Pollinator","mcc",0.223376156329396
1,"M_SD_Baird1980","Plant-Seed Dispersers","roc_auc",0.770103092783505
1,"M_SD_Baird1980","Plant-Seed Dispersers","pr_auc",0.396197919775905
1,"M_SD_Baird1980","Plant-Seed Dispersers","recall",0.7
1,"M_SD_Baird1980","Plant-Seed Dispersers","precision",0.205882352941176
1,"M_SD_Baird1980","Plant-Seed Dispersers","specificity",0.721649484536082
1,"M_SD_Baird1980","Plant-Seed Dispersers","f1",0.318181818181818
1,"M_SD_Baird1980","Plant-Seed Dispersers","balanced_accuracy",0.710824742268041
1,"M_SD_Baird1980","Plant-Seed Dispersers","mcc",0.263594626243387
4,"A_HP_Hadfield_2013_010","Host-Parasite","roc_auc",0.744208037825059
4,"A_HP_Hadfield_2013_010","Host-Parasite","pr_auc",0.343074082874373
4,"A_HP_Hadfield_2013_010","Host-Parasite","recall",0.333333333333333
4,"A_HP_Hadfield_2013_010","Host-Parasite","precision",0.0857142857142857
4,"A_HP_Hadfield_2013_010","Host-Parasite","specificity",0.863829787234043
4,"A_HP_Hadfield_2013_010","Host-Parasite","f1",0.136363636363636
4,"A_HP_Hadfield_2013_010","Host-Parasite","balanced_accuracy",0.598581560283688
4,"A_HP_Hadfield_2013_010","Host-Parasite","mcc",0.106016558938621
3,"M_SD_Sanchez_2012_Iguazu","Plant-Seed Dispersers","roc_auc",0.779166666666667
3,"M_SD_Sanchez_2012_Iguazu","Plant-Seed Dispersers","pr_auc",0.447434770061244
3,"M_SD_Sanchez_2012_Iguazu","Plant-Seed Dispersers","recall",0.75
3,"M_SD_Sanchez_2012_Iguazu","Plant-Seed Dispersers","precision",0.193548387096774
3,"M_SD_Sanchez_2012_Iguazu","Plant-Seed Dispersers","specificity",0.444444444444444
3,"M_SD_Sanchez_2012_Iguazu","Plant-Seed Dispersers","f1",0.307692307692308
3,"M_SD_Sanchez_2012_Iguazu","Plant-Seed Dispersers","balanced_accuracy",0.597222222222222
3,"M_SD_Sanchez_2012_Iguazu","Plant-Seed Dispersers","mcc",0.141271514911474
1,"M_SD_Chama_2013_net1","Plant-Seed Dispersers","roc_auc",0.679752066115702
1,"M_SD_Chama_2013_net1","Plant-Seed Dispersers","pr_auc",0.380415386617071
1,"M_SD_Chama_2013_net1","Plant-Seed Dispersers","recall",0.7
1,"M_SD_Chama_2013_net1","Plant-Seed Dispersers","precision",0.189189189189189
1,"M_SD_Chama_2013_net1","Plant-Seed Dispersers","specificity",0.752066115702479
1,"M_SD_Chama_2013_net1","Plant-Seed Dispersers","f1",0.297872340425532
1,"M_SD_Chama_2013_net1","Plant-Seed Dispersers","balanced_accuracy",0.72603305785124
1,"M_SD_Chama_2013_net1","Plant-Seed Dispersers","mcc",0.266642794575727
3,"M_PL_Lara-Romero_2016_nevero-Pasture-3","Plant-Pollinator","roc_auc",0.838827838827839
3,"M_PL_Lara-Romero_2016_nevero-Pasture-3","Plant-Pollinator","pr_auc",0.366870829166308
3,"M_PL_Lara-Romero_2016_nevero-Pasture-3","Plant-Pollinator","recall",1
3,"M_PL_Lara-Romero_2016_nevero-Pasture-3","Plant-Pollinator","precision",0.142857142857143
3,"M_PL_Lara-Romero_2016_nevero-Pasture-3","Plant-Pollinator","specificity",0.604395604395604
3,"M_PL_Lara-Romero_2016_nevero-Pasture-3","Plant-Pollinator","f1",0.25
3,"M_PL_Lara-Romero_2016_nevero-Pasture-3","Plant-Pollinator","balanced_accuracy",0.802197802197802
3,"M_PL_Lara-Romero_2016_nevero-Pasture-3","Plant-Pollinator","mcc",0.293840482574087
1,"M_PL_Kaiser-Bunbury_2010_060_02","Plant-Pollinator","roc_auc",0.745181036728315
1,"M_PL_Kaiser-Bunbury_2010_060_02","Plant-Pollinator","pr_auc",0.364460368701881
1,"M_PL_Kaiser-Bunbury_2010_060_02","Plant-Pollinator","recall",0.545454545454545
1,"M_PL_Kaiser-Bunbury_2010_060_02","Plant-Pollinator","precision",0.121212121212121
